Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College,Merge Name,Team,Year
OT,Marcus Gilbert,76,86,#20 OT,"6'6""",330,32,2/14/88,8th season,2011,2,63,Florida,M.Gilbert,Arizona Cardinals,2018
OT,DJ Humphries,74,76,#85 OT,"6'5""",307,26,12/27/93,5th season,2015,1,24,Florida,D.Humphries,Arizona Cardinals,2018
OT,Joshua Miles,66,75,#48 OT,"6'5""",314,24,1/3/96,1st season,2019,7,248,Morgan State,J.Miles,Arizona Cardinals,2018
OT,William Sweet,75,73,#60 OT,"6'7""",300,20,4/29/00,Rookie,2019,,,North Carolina,W.Sweet,Arizona Cardinals,2018
OT,Jordan Mills,79,72,,"6'5""",316,29,12/24/90,6th season,2013,5,163,Louisiana Tech,J.Mills,Arizona Cardinals,2018
OT,Brett Toth,78,67,,"6'6""",291,23,8/31/96,1st season,2019,,,Army,B.Toth,Arizona Cardinals,2018
OT,Justin Murray,71,62,#125 OT,"6'5""",304,27,4/18/93,2nd season,2016,,,Cincinnati,J.Murray,Arizona Cardinals,2018
NT,Corey Peters,98,81,#18 NT,"6'3""",300,32,6/7/88,10th season,2010,3,83,Kentucky,C.Peters,Arizona Cardinals,2018
NT,Miles Brown,72,73,#22 NT,"6'1""",322,22,9/3/97,1st season,2019,,,Wofford,M.Brown,Arizona Cardinals,2018
DE,Clinton McDonald,93,76,#89 DE,"6'2""",290,33,1/6/87,10th season,2009,7,249,Memphis,C.McDonald,Arizona Cardinals,2018
DE,Michael Dogbe,91,76,#53 DE,"6'3""",286,24,5/4/96,1st season,2019,7,249,Temple,M.Dogbe,Arizona Cardinals,2018
DE,Zach Allen,97,74,#73 DE,"6'4""",281,22,8/19/97,1st season,2019,3,65,Boston College,Z.Allen,Arizona Cardinals,2018
DE,Jonathan Bullard,90,74,#52 DE,"6'3""",285,26,10/21/93,4th season,2016,3,72,Florida,J.Bullard,Arizona Cardinals,2018
DE,Zach Kerr,92,71,,"6'1""",326,29,8/28/90,6th season,2014,,,Delaware,Z.Kerr,Arizona Cardinals,2018
DE,Rodney Gunter,95,70,#131 DE,"6'4""",304,28,1/18/92,5th season,2015,4,116,Delaware State,R.Gunter,Arizona Cardinals,2018
DE,Caraun Reid,94,67,,"6'2""",292,28,11/23/91,5th season,2014,5,158,Princeton,C.Reid,Arizona Cardinals,2018
LB,Chandler Jones,55,89,#5 LB,"6'5""",265,30,2/26/90,8th season,2012,1,21,Syracuse,C.Jones,Arizona Cardinals,2018
LB,Brooks Reed,50,82,#26 LB,"6'2""",262,33,2/25/87,8th season,2011,2,42,Arizona,B.Reed,Arizona Cardinals,2018
LB,Jordan Hicks,58,81,#14 LB,"6'1""",238,28,10/13/91,5th season,2015,3,84,Texas,J.Hicks,Arizona Cardinals,2018
LB,Haason Reddick,43,75,#36 LB,"6'1""",237,25,9/21/94,3rd season,2017,1,13,Temple,H.Reddick,Arizona Cardinals,2018
LB,Cassius Marsh,54,72,#96 LB,"6'4""",252,27,7/6/92,6th season,2014,4,108,UCLA,C.Marsh,Arizona Cardinals,2018
LB,Kylie Fitts,49,67,,"6'4""",263,25,10/10/94,1st season,2018,6,181,Utah,K.Fitts,Arizona Cardinals,2018
LB,Joe Walker,59,67,#96 LB,"6'2""",238,27,12/10/92,4th season,2016,7,251,Oregon,J.Walker,Arizona Cardinals,2018
LB,Pita Taumoepenu,57,67,#138 LB,"6'1""",240,26,3/8/94,1st season,2017,6,202,Utah,P.Taumoepenu,Arizona Cardinals,2018
LB,Tanner Vallejo,51,66,#101 LB,"6'1""",225,25,12/15/94,3rd season,2017,6,195,Boise State,T.Vallejo,Arizona Cardinals,2018
LB,Keishawn Bierria,44,62,#75 LB,"6'0""",230,24,7/25/95,2nd season,2018,6,217,Washington,K.Bierria,Arizona Cardinals,2018
LB,Dennis Gardeck,42,62,#82 LB,"6'0""",242,25,8/8/94,2nd season,2018,,,Sioux Falls,D.Gardeck,Arizona Cardinals,2018
LB,Pete Robertson,45,61,,"6'1""",237,27,12/12/92,Rookie,2016,,,Texas Tech,P.Robertson,Arizona Cardinals,2018
LB,Ezekiel Turner,47,61,#88 LB,"6'2""",212,24,6/9/96,2nd season,2018,,,,E.Turner,Arizona Cardinals,2018
LB,Vontarrius Dora,54,60,,"6'4""",243,27,9/6/92,Rookie,2016,,,Louisiana Tech,V.Dora,Arizona Cardinals,2018
CB,Patrick Peterson,21,92,,"6'0""",219,29,7/10/90,9th season,2011,1,5,LSU,P.Peterson,Arizona Cardinals,2018
CB,Brandon Williams,26,89,#140 CB,"5'11""",200,27,9/9/92,3rd season,2016,3,92,Texas A&M,B.Williams,Arizona Cardinals,2018
CB,Robert Alford,23,85,#89 CB,"5'10""",188,31,10/31/88,7th season,2013,2,60,Southeastern Louisiana,R.Alford,Arizona Cardinals,2018
CB,Chris Jones,25,85,,"6'0""",200,24,8/12/95,1st season,2018,,,Nebraska,C.Jones,Arizona Cardinals,2018
CB,Trevor Williams,22,83,#68 CB,"6'0""",195,26,9/14/93,4th season,2016,,,Penn State,T.Williams,Arizona Cardinals,2018
CB,Byron Murphy,33,77,#61 CB,"5'11""",190,22,1/17/98,1st season,2019,2,33,Washington,B.Murphy,Arizona Cardinals,2018
CB,Kevin Peterson,27,67,#151 CB,"5'10""",181,26,3/21/94,3rd season,2016,,,Oklahoma State,K.Peterson,Arizona Cardinals,2018
CB,Jalen Davis,30,65,,"5'9""",181,24,2/1/96,Rookie,2018,,,Utah State,J.Davis,Arizona Cardinals,2018
CB,Andre Chachere,22,65,,"6'0""",197,24,2/9/96,Rookie,2018,,,San Jose State,A.Chachere,Arizona Cardinals,2018
SS,Deionte Thompson,35,75,#31 SS,"6'1""",195,23,2/10/97,1st season,2019,5,139,Alabama,D.Thompson,Arizona Cardinals,2018
SS,Josh Shaw,27,69,#47 SS,"6'0""",201,25,3/15/95,4th season,2015,4,120,Southern Cal,J.Shaw,Arizona Cardinals,2018
SS,Jalen Thompson,34,67,,"6'0""",195,21,7/17/98,1st season,2019,,,Washington State,J.Thompson,Arizona Cardinals,2018
FS,Budda Baker,32,79,#19 FS,"5'10""",195,24,1/9/96,3rd season,2017,2,36,Washington,B.Baker,Arizona Cardinals,2018
FS,Chris Banjo,38,68,,"5'10""",204,30,2/25/90,6th season,2013,,,SMU,C.Banjo,Arizona Cardinals,2018
FS,Charles Washington,28,66,#38 FS,"5'10""",185,27,3/9/93,3rd season,2016,,,Fresno State,C.Washington,Arizona Cardinals,2018
LS,Aaron Brewer,46,44,#30 LS,"6'3""",270,,,8th season,2020,,,San Diego State,A.Brewer,Arizona Cardinals,2018
K,Zane Gonzalez,5,75,#23 K,"6'0""",202,25,5/6/95,3rd season,2017,7,224,Arizona State,Z.Gonzalez,Arizona Cardinals,2018
P,Andy Lee,4,79,#12 P,"6'1""",180,37,8/10/82,16th season,2004,6,188,Pittsburgh,A.Lee,Arizona Cardinals,2018
P,Ryan Winslow,2,67,,"6'5""",217,26,4/29/94,Rookie,2018,,,Pittsburgh,R.Winslow,Arizona Cardinals,2018
QB,Sam Bradford,9,83,#25 QB,"6'4""",236,32,11/8/87,8th season,2010,1,1,Oklahoma,S.Bradford,Arizona Cardinals,2017
QB,Josh Rosen,3,79,#27 QB,"6'4""",226,23,2/9/97,1st season,2018,1,10,UCLA,J.Rosen,Arizona Cardinals,2017
QB,Mike Glennon,7,74,#68 QB,"6'7""",225,30,12/11/89,6th season,2013,3,73,North Carolina State,M.Glennon,Arizona Cardinals,2017
QB,Chad Kanoff,6,67,#61 QB,"6'4""",225,25,10/6/94,-1th season,2018,,,,C.Kanoff,Arizona Cardinals,2017
RB,David Johnson,31,94,#3 RB,"6'1""",224,28,12/15/91,4th season,2015,3,86,Northern Iowa,D.Johnson,Arizona Cardinals,2017
RB,Chase Edmonds,29,74,#135 RB,"5'9""",205,24,4/12/96,1st season,2018,4,134,Fordham,C.Edmonds,Arizona Cardinals,2017
RB,TJ Logan,22,69,#88 RB,"5'9""",195,25,9/2/94,2nd season,2017,5,179,North Carolina,T.Logan,Arizona Cardinals,2017
FB,Derrick Coleman,32,75,#7 FB,"6'0""",233,29,10/18/90,4th season,2012,,,UCLA,D.Coleman,Arizona Cardinals,2017
WR,Larry Fitzgerald,11,90,#17 WR,"6'3""",218,36,8/30/83,15th season,2004,1,3,Pittsburgh,L.Fitzgerald,Arizona Cardinals,2017
WR,Kendall Wright,12,77,#64 WR,"5'10""",196,30,11/12/89,6th season,2012,1,20,Baylor,K.Wright,Arizona Cardinals,2017
WR,Christian Kirk,13,75,#132 WR,"5'10""",201,23,11/17/96,1st season,2018,2,47,Texas A&M,C.Kirk,Arizona Cardinals,2017
WR,JJ Nelson,14,73,#95 WR,"5'10""",151,28,4/24/92,3rd season,2015,5,159,UAB,J.Nelson,Arizona Cardinals,2017
WR,Chad Williams,10,72,#136 WR,"6'1""",207,25,10/18/94,1st season,2017,3,98,Grambling State,C.Williams,Arizona Cardinals,2017
WR,Trent Sherfield,16,68,#176 WR,"6'0""",200,24,2/25/96,1st season,2018,,,Vanderbilt,T.Sherfield,Arizona Cardinals,2017
WR,Jalen Tolliver,17,67,#187 WR,"6'3""",210,24,12/30/95,-1th season,2018,,,,J.Tolliver,Arizona Cardinals,2017
WR,Pharoh Cooper,12,64,#201 WR,"5'11""",203,25,3/6/95,3rd season,2016,4,117,South Carolina,P.Cooper,Arizona Cardinals,2017
TE,Jermaine Gresham,84,77,#23 TE,"6'6""",261,32,6/16/88,8th season,2010,1,21,Oklahoma,J.Gresham,Arizona Cardinals,2017
TE,John Phillips,82,71,#72 TE,"6'5""",251,33,6/11/87,8th season,2009,6,208,Virginia,J.Phillips,Arizona Cardinals,2017
TE,Ricky Seals-Jones,86,64,#39 TE,"6'5""",243,25,3/14/95,2nd season,2017,,,Texas A&M,R.Seals-Jones,Arizona Cardinals,2017
TE,Gabe Holmes,85,61,#123 TE,"6'4""",260,29,3/29/91,2nd season,2015,,,Purdue,G.Holmes,Arizona Cardinals,2017
TE,Darrell Daniels,81,60,#132 TE,"6'3""",235,25,11/21/94,2nd season,2017,,,Washington,D.Daniels,Arizona Cardinals,2017
C,Mason Cole,64,65,#58 C,"6'4""",307,24,3/27/96,1st season,2018,3,97,Michigan,M.Cole,Arizona Cardinals,2017
C,Daniel Munyer,62,63,#61 C,"6'2""",290,28,3/3/92,1st season,2015,,,Colorado,D.Munyer,Arizona Cardinals,2017
OG,Justin Pugh,67,86,#21 OG,"6'4""",307,29,8/14/90,6th season,2013,1,19,Syracuse,J.Pugh,Arizona Cardinals,2017
OG,Mike Iupati,76,77,#30 OG,"6'5""",331,33,5/11/87,9th season,2010,1,17,Idaho,M.Iupati,Arizona Cardinals,2017
OG,Oday Aboushi,70,74,#42 OG,"6'5""",308,29,6/4/91,6th season,2013,5,141,Virginia,O.Aboushi,Arizona Cardinals,2017
OG,Colby Gossett,78,65,#116 OG,"6'5""",311,25,6/22/95,Rookie,2018,6,213,Appalachian State,C.Gossett,Arizona Cardinals,2017
OG,Jeremy Vujnovich,68,64,#118 OG,"6'5""",290,29,10/11/90,1st season,2014,,,Louisiana College,J.Vujnovich,Arizona Cardinals,2017
OT,Joe Barksdale,60,72,#80 OT,"6'5""",325,32,1/1/88,7th season,2011,3,92,LSU,J.Barksdale,Arizona Cardinals,2017
OT,DJ Humphries,74,71,#47 OT,"6'5""",307,26,12/27/93,4th season,2015,1,24,Florida,D.Humphries,Arizona Cardinals,2017
OT,Korey Cunningham,79,69,#89 OT,"6'6""",318,25,5/16/95,1st season,2018,7,254,Cincinnati,K.Cunningham,Arizona Cardinals,2017
OT,John Wetzel,73,68,#113 OT,"6'7""",315,28,7/17/91,3rd season,2013,,,Boston College,J.Wetzel,Arizona Cardinals,2017
OT,Blaine Clausell,75,63,#138 OT,"6'6""",321,28,1/31/92,-1th season,2015,,,Mississippi State,B.Clausell,Arizona Cardinals,2017
DT,Robert Nkemdiche,90,76,#46 DT,"6'3""",294,25,9/19/94,2nd season,2016,1,29,Mississippi,R.Nkemdiche,Arizona Cardinals,2017
DT,Corey Peters,98,74,#16 DT,"6'3""",300,32,6/7/88,9th season,2010,3,83,Kentucky,C.Peters,Arizona Cardinals,2017
DT,Vincent Valentine,96,70,#64 DT,"6'4""",329,26,2/23/94,1st season,2016,3,96,Nebraska,V.Valentine,Arizona Cardinals,2017
DT,Pasoni Tasini,65,67,#86 DT,"6'3""",295,27,5/31/93,Rookie,2017,,,Utah,P.Tasini,Arizona Cardinals,2017
DT,Rodney Gunter,95,65,#105 DT,"6'4""",304,28,1/18/92,4th season,2015,4,116,Delaware State,R.Gunter,Arizona Cardinals,2017
DT,Garrison Smith,97,61,#93 DT,"6'3""",297,28,10/9/91,4th season,2014,,,Georgia,G.Smith,Arizona Cardinals,2017
DT,Olsen Pierre,72,59,#62 DT,"6'5""",299,28,8/27/91,3rd season,2015,,,Miami,O.Pierre,Arizona Cardinals,2017
DE,Chandler Jones,55,88,#6 DE,"6'5""",265,30,2/26/90,7th season,2012,1,21,Syracuse,C.Jones,Arizona Cardinals,2017
DE,Markus Golden,44,82,#61 DE,"6'2""",260,29,3/13/91,4th season,2015,2,58,Missouri,M.Golden,Arizona Cardinals,2017
DE,Benson Mayowa,91,74,#87 DE,"6'3""",236,28,8/2/91,6th season,2013,,,Idaho,B.Mayowa,Arizona Cardinals,2017
DE,Arthur Moats,93,74,#77 DE,"6'0""",246,32,3/14/88,7th season,2010,6,178,James Madison,A.Moats,Arizona Cardinals,2017
DE,Cameron Malveaux,94,67,#129 DE,"6'5""",277,25,8/21/94,Rookie,2017,,,Houston,C.Malveaux,Arizona Cardinals,2017
DE,Ifeadi Odenigbo,97,65,#115 DE,"6'3""",257,26,4/7/94,1st season,2017,7,220,Northwestern,I.Odenigbo,Arizona Cardinals,2017
DE,Zach Moore,56,64,#131 DE,"6'5""",269,29,9/5/90,1st season,2014,6,198,Concordia (St. Paul),Z.Moore,Arizona Cardinals,2017
DE,Vontarrius Dora,59,58,#163 DE,"6'4""",243,27,9/6/92,-1th season,2016,,,Louisiana Tech,V.Dora,Arizona Cardinals,2017
LB,Deone Bucannon,20,80,#39 LB,"6'1""",211,27,8/30/92,5th season,2014,1,27,Washington State,D.Bucannon,Arizona Cardinals,2017
LB,Gerald Hodges,51,79,#51 LB,"6'1""",243,29,1/17/91,5th season,2013,4,120,Penn State,G.Hodges,Arizona Cardinals,2017
LB,Josh Bynes,57,73,#45 LB,"6'1""",240,30,8/23/89,8th season,2011,,,Auburn,J.Bynes,Arizona Cardinals,2017
LB,Haason Reddick,43,73,#51 LB,"6'1""",237,25,9/21/94,2nd season,2017,1,13,Temple,H.Reddick,Arizona Cardinals,2017
LB,Dennis Gardeck,92,66,#124 LB,"6'0""",242,25,8/8/94,1st season,2018,,,Sioux Falls,D.Gardeck,Arizona Cardinals,2017
LB,Jonathan Anderson,45,66,#86 LB,"5'10""",208,,,2nd season,2020,,,TCU,J.Anderson,Arizona Cardinals,2017
LB,Ezekiel Turner,47,65,#79 LB,"6'2""",212,24,6/9/96,1st season,2018,,,,E.Turner,Arizona Cardinals,2017
LB,Thurston Armbrister,58,61,#103 LB,"6'3""",241,27,12/25/92,2nd season,2015,,,Miami (FL),T.Armbrister,Arizona Cardinals,2017
LB,Joe Walker,59,60,#151 LB,"6'2""",238,27,12/10/92,3rd season,2016,7,251,Oregon,J.Walker,Arizona Cardinals,2017
CB,Patrick Peterson,21,91,#8 CB,"6'0""",219,29,7/10/90,8th season,2011,1,5,LSU,P.Peterson,Arizona Cardinals,2017
CB,Brandon Williams,26,82,#130 CB,"5'11""",200,27,9/9/92,2nd season,2016,3,92,Texas A&M,B.Williams,Arizona Cardinals,2017
CB,David Amerson,38,82,#67 CB,"6'1""",205,28,12/8/91,5th season,2013,2,51,North Carolina State,D.Amerson,Arizona Cardinals,2017
CB,Quinten Rollins,23,73,#127 CB,"5'11""",195,26,1/4/94,2nd season,2015,2,62,Miami (OH),Q.Rollins,Arizona Cardinals,2017
CB,Leonard Johnson,27,71,#132 CB,"5'10""",202,30,3/30/90,4th season,2012,,,Iowa State,L.Johnson,Arizona Cardinals,2017
CB,Deatrick Nichols,39,67,#145 CB,"5'9""",186,26,6/7/94,Rookie,2018,,,,D.Nichols,Arizona Cardinals,2017
CB,Chris Jones,25,61,#1 CB,"6'0""",200,24,8/12/95,Rookie,2018,,,Nebraska,C.Jones,Arizona Cardinals,2017
SS,Budda Baker,36,74,#33 SS,"5'10""",195,24,1/9/96,2nd season,2017,2,36,Washington,B.Baker,Arizona Cardinals,2017
SS,Rudy Ford,30,67,#84 SS,"5'11""",205,25,10/31/94,1st season,2017,6,208,Auburn,R.Ford,Arizona Cardinals,2017
FS,DJ Swearinger,35,84,#11 FS,"5'10""",208,28,8/31/91,6th season,2013,2,57,South Carolina,D.Swearinger,Arizona Cardinals,2017
FS,Tre Boston,33,79,#16 FS,"6'0""",204,27,6/24/92,5th season,2014,4,128,North Carolina,T.Boston,Arizona Cardinals,2017
FS,Antoine Bethea,41,75,#18 FS,"5'11""",201,35,7/27/84,13th season,2006,6,207,Howard,A.Bethea,Arizona Cardinals,2017
FS,Dontae Johnson,28,69,#41 FS,"6'2""",200,28,11/30/91,5th season,2014,4,129,North Carolina State,D.Johnson,Arizona Cardinals,2017
LS,Aaron Brewer,46,45,#33 LS,"6'3""",270,,,7th season,2020,,,San Diego State,A.Brewer,Arizona Cardinals,2017
K,Phil Dawson,4,80,#32 K,"5'11""",200,45,1/23/75,19th season,1998,,,Texas,P.Dawson,Arizona Cardinals,2017
K,Zane Gonzalez,5,73,#21 K,"6'0""",202,25,5/6/95,2nd season,2017,7,224,Arizona State,Z.Gonzalez,Arizona Cardinals,2017
P,Andy Lee,2,79,#17 P,"6'1""",180,37,8/10/82,15th season,2004,6,188,Pittsburgh,A.Lee,Arizona Cardinals,2017
QB,Matt Ryan,2,85,#10 QB,"6'5""",220,35,5/16/85,13,2008,1,3,Boston College,M.Ryan,Atlanta Falcons,2020
QB,Kurt Benkert,6,67,#120 QB,"6'3""",218,24,7/16/95,2,2018,,,Virginia,K.Benkert,Atlanta Falcons,2020
QB,Matt Schaub,8,67,#120 QB,"6'6""",240,38,6/24/81,17,2004,3,90,Virginia,M.Schaub,Atlanta Falcons,2020
RB,Todd Gurley,21,83,#28 RB,"6'1""",222,25,8/2/94,6,2015,1,10,Georgia,T.Gurley,Atlanta Falcons,2020
RB,Craig Reynolds,42,77,#73 RB,"5'11""",215,24,6/14/96,1,2019,,,Kutztown,C.Reynolds,Atlanta Falcons,2020
RB,Qadree Ollison,30,75,#110 RB,"6'1""",228,23,9/7/96,2,2019,5,152,Pittsburgh,Q.Ollison,Atlanta Falcons,2020
RB,Ito Smith,25,75,#110 RB,"5'9""",198,24,9/10/95,3,2018,4,126,Southern Mississippi,I.Smith,Atlanta Falcons,2020
RB,Brian Hill,23,67,#304 RB,"6'1""",219,24,11/8/95,4,2017,5,156,Wyoming,B.Hill,Atlanta Falcons,2020
FB,Keith Smith,40,67,#41 FB,"6'1""",230,28,4/7/92,7,2014,,,San Jose State,K.Smith,Atlanta Falcons,2020
WR,Julio Jones,11,99,#1 WR,"6'3""",220,31,2/2/89,10,2011,1,6,Alabama,J.Jones,Atlanta Falcons,2020
WR,Calvin Ridley,18,84,#39 WR,"6'0""",189,25,12/19/94,3,2018,1,26,Alabama,C.Ridley,Atlanta Falcons,2020
WR,Laquon Treadwell,80,74,#160 WR,"6'2""",221,25,6/13/95,5,2016,1,23,Mississippi,L.Treadwell,Atlanta Falcons,2020
WR,Olamide Zaccheaus,17,72,#229 WR,"5'8""",193,22,7/22/97,2,2019,,,Virginia,O.Zaccheaus,Atlanta Falcons,2020
WR,Russell Gage,83,68,#427 WR,"6'0""",179,24,1/21/96,3,2018,6,194,LSU,R.Gage,Atlanta Falcons,2020
WR,Brandon Powell,15,68,#427 WR,"5'8""",186,23,9/11/96,3,2018,,,Florida,B.Powell,Atlanta Falcons,2020
WR,Chris Rowland,,67,#556 WR,"5'6""",179,,,0,2020,,,,C.Rowland,Atlanta Falcons,2020
WR,Christian Blake,13,67,#556 WR,"6'1""",182,24,6/7/96,2,2018,,,Northern Illinois,C.Blake,Atlanta Falcons,2020
WR,Jalen McCleskey,,67,#556 WR,"5'9""",152,22,8/5/97,0,2020,,,,J.McCleskey,Atlanta Falcons,2020
WR,J. Green,49,67,#556 WR,"6'0""",181,,,,2020,,,University at Albany,J.Green,Atlanta Falcons,2020
WR,Danny Etling,16,67,#556 WR,"6'2""",222,25,7/21/94,1,2018,7,219,LSU,D.Etling,Atlanta Falcons,2020
WR,Devin Gray,19,67,#556 WR,"5'11""",184,25,6/14/95,1,2018,,,Cincinnati,D.Gray,Atlanta Falcons,2020
TE,Hayden Hurst,81,78,#43 TE,"6'4""",250,26,8/23/93,3,2018,1,25,South Carolina,H.Hurst,Atlanta Falcons,2020
TE,Khari Lee,86,72,#131 TE,"6'4""",267,28,1/15/92,5,2015,,,Bowie State,K.Lee,Atlanta Falcons,2020
TE,Carson Meier,85,70,#159 TE,"6'5""",255,,,1,2019,,,Oklahoma,C.Meier,Atlanta Falcons,2020
TE,Jaeden Graham,87,69,#174 TE,"6'4""",230,24,10/9/95,2,2018,,,Yale,J.Graham,Atlanta Falcons,2020
TE,Caleb Repp,,67,#282 TE,"6'5""",225,,,0,2020,,,,C.Repp,Atlanta Falcons,2020
TE,Jared Pinkney,,67,#282 TE,"6'4""",257,22,8/20/97,0,2020,,,,J.Pinkney,Atlanta Falcons,2020
C,Alex Mack,51,87,#3 C,"6'4""",311,34,11/18/85,12,2009,1,21,California,A.Mack,Atlanta Falcons,2020
C,Matt Hennessy,61,67,#91 C,"6'4""",307,,,0,2020,3,78,Temple,M.Hennessy,Atlanta Falcons,2020
C,Austin Capps,,67,#91 C,"6'4""",304,22,8/20/97,0,2020,,,,A.Capps,Atlanta Falcons,2020
OG,Chris Lindstrom,63,75,#42 OG,"6'4""",308,23,2/7/97,2,2019,1,14,Boston College,C.Lindstrom,Atlanta Falcons,2020
OG,Sean Harlow,64,72,#57 OG,"6'4""",303,25,3/27/95,3,2017,4,136,Oregon State,S.Harlow,Atlanta Falcons,2020
OG,James Carpenter,77,70,#70 OG,"6'4""",321,31,3/21/89,10,2011,1,25,Alabama,J.Carpenter,Atlanta Falcons,2020
OG,Jamon Brown,68,69,#77 OG,"6'4""",323,27,3/14/93,6,2015,3,72,Louisville,J.Brown,Atlanta Falcons,2020
OG,Matt Gono,73,68,#93 OG,"6'4""",305,24,5/9/96,3,2018,,,Wesley College,M.Gono,Atlanta Falcons,2020
OG,Justin Gooseberry,,67,#112 OG,"6'4""",265,,,0,2020,,,Rice,J.Gooseberry,Atlanta Falcons,2020
OG,Justin McCray,65,67,#112 OG,"6'3""",310,28,5/30/92,4,2014,,,Central Florida,J.McCray,Atlanta Falcons,2020
OT,Jake Matthews,70,78,#37 OT,"6'5""",308,28,2/10/92,7,2014,1,6,Texas A&M,J.Matthews,Atlanta Falcons,2020
OT,Kaleb McGary,76,75,#59 OT,"6'7""",317,25,2/21/95,2,2019,1,31,Washington,K.McGary,Atlanta Falcons,2020
OT,Evin Ksiezarczyk,,67,#226 OT,"6'6""",312,,,0,2020,,,,E.Ksiezarczyk,Atlanta Falcons,2020
OT,John Wetzel,75,67,#226 OT,"6'7""",315,28,7/17/91,5,2013,,,Boston College,J.Wetzel,Atlanta Falcons,2020
OT,Hunter Atkinson,,67,#226 OT,"6'5""",300,24,9/8/95,0,2020,,,,H.Atkinson,Atlanta Falcons,2020
OT,Scottie Dill,,67,#226 OT,"6'7""",295,,,0,2020,,,,S.Dill,Atlanta Falcons,2020
DT,Grady Jarrett,97,92,#3 DT,"6'1""",304,27,4/27/93,6,2015,5,137,Clemson,G.Jarrett,Atlanta Falcons,2020
DT,Tyeler Davison,96,77,#39 DT,"6'2""",316,27,9/22/92,6,2015,5,154,Fresno State,T.Davison,Atlanta Falcons,2020
DT,Deadrin Senat,94,68,#201 DT,"6'0""",314,25,7/21/94,3,2018,3,90,South Florida,D.Senat,Atlanta Falcons,2020
DT,Sailosi Latu,,67,#233 DT,"6'3""",334,,,0,2020,,,,S.Latu,Atlanta Falcons,2020
DT,Hinwa Allieu,,67,#233 DT,"6'5""",290,,,0,2020,,,,H.Allieu,Atlanta Falcons,2020
DE,Dante Fowler Jr,56,83,#24 DE,"6'3""",261,25,8/2/94,6,2015,1,3,Florida,D.Fowler,Atlanta Falcons,2020
DE,Austin Larkin,55,77,#57 DE,"6'3""",254,25,4/5/95,1,2018,,,Purdue,A.Larkin,Atlanta Falcons,2020
DE,John Cominsky,50,77,#57 DE,"6'5""",286,24,11/21/95,2,2019,4,135,Charleston (WV),J.Cominsky,Atlanta Falcons,2020
DE,Allen Bailey,93,75,#78 DE,"6'3""",288,31,3/24/89,10,2011,3,86,Miami (Fla.),A.Bailey,Atlanta Falcons,2020
DE,Jacob Tuioti-Mariner,91,69,#177 DE,"6'3""",266,23,7/24/96,2,2018,,,UCLA,J.Tuioti-Mariner,Atlanta Falcons,2020
DE,Steven Means,56,68,#210 DE,"6'3""",250,30,12/4/89,6,2013,5,147,Buffalo,S.Means,Atlanta Falcons,2020
DE,Bryson Young,,67,#271 DE,"6'5""",248,,,0,2020,,,Oregon,B.Young,Atlanta Falcons,2020
DE,Marlon Davidson,90,67,#271 DE,"6'3""",303,22,5/10/98,0,2020,2,47,Auburn,M.Davidson,Atlanta Falcons,2020
DE,Austin Edwards,,67,#271 DE,"6'3""",272,,,0,2020,,,,A.Edwards,Atlanta Falcons,2020
LB,Deion Jones,45,89,#11 LB,"6'1""",222,25,11/3/94,5,2016,2,52,LSU,D.Jones,Atlanta Falcons,2020
LB,Takkarist McKinley,98,77,#86 LB,"6'2""",250,24,11/1/95,4,2017,1,26,UCLA,T.McKinley,Atlanta Falcons,2020
LB,Charles Harris,90,70,#266 LB,"6'3""",253,25,3/5/95,4,2017,1,22,Missouri,C.Harris,Atlanta Falcons,2020
LB,Foyesade Oluokun,54,70,#266 LB,"6'2""",229,24,8/1/95,3,2018,6,200,Yale,F.Oluokun,Atlanta Falcons,2020
LB,LaRoy Reynolds,59,69,#295 LB,"6'1""",243,29,11/2/90,8,2013,,,Virginia,L.Reynolds,Atlanta Falcons,2020
LB,Ahmad Thomas,52,69,#295 LB,"6'0""",216,25,12/14/94,1,2017,,,Oklahoma,A.Thomas,Atlanta Falcons,2020
LB,Mykal Walker,43,67,#478 LB,"6'3""",230,,,0,2020,4,119,Fresno State,M.Walker,Atlanta Falcons,2020
LB,Jordan Williams,81,67,#478 LB,"5'11""",221,,,0,2020,,,Baylor,J.Williams,Atlanta Falcons,2020
LB,Edmond Robinson,46,67,#478 LB,"6'3""",245,28,2/22/92,3,2015,7,232,Newberry,E.Robinson,Atlanta Falcons,2020
CB,Ricardo Allen,37,80,#52 CB,"5'9""",187,28,12/17/91,6,2014,5,147,Purdue,R.Allen,Atlanta Falcons,2020
CB,Damontae Kazee,27,78,#63 CB,"5'10""",184,27,6/4/93,4,2017,5,149,San Diego State,D.Kazee,Atlanta Falcons,2020
CB,Jordan Miller,28,77,#71 CB,"6'1""",186,23,2/7/97,2,2019,5,172,Washington,J.Miller,Atlanta Falcons,2020
CB,Isaiah Oliver,26,73,#158 CB,"6'0""",201,23,9/29/96,3,2018,2,58,Colorado,I.Oliver,Atlanta Falcons,2020
CB,Kendall Sheffield,20,72,#181 CB,"5'11""",193,24,5/29/96,2,2019,4,111,Ohio State,K.Sheffield,Atlanta Falcons,2020
